loan_id,age,annual_income,employment_type,years_employed,loan_amount,loan_term_months,interest_rate,loan_purpose,credit_score,num_credit_lines,debt_to_income_ratio,has_collateral,num_late_payments,region,default
LN008335,29.0,49388.9,self_employed,,14600.0,24,10.04,education,782.0,5,0.7428,0,0.0,South,0
LN008336,40.0,43140.87,self_employed,7.2,27200.0,60,18.74,home,699.0,4,0.6115,1,1.0,North,0
LN008337,44.0,109803.63,full_time,3.3,8700.0,48,12.42,Personal,740.0,3,0.5406,1,1.0,South,0
LN008338,48.0,39153.22,FULL TIME,2.2,7700.0,48,16.88,personal,604.0,6,0.3795,0,2.0,South,1
LN008339,61.0,75479.05,part_time,4.7,8900.0,12,15.86,EDUCATION,743.0,4,0.3086,1,0.0,South,0
LN008340,53.0,51131.52,Self-Employed,0.5,6000.0,48,7.33,educat,633.0,3,0.2097,0,0.0,East,0
LN008341,47.0,,full_time,2.7,3500.0,36,15.95,car,589.0,2,0.4592,0,1.0,North,0
LN008342,48.0,21521.99,Self-Employed,8.3,11800.0,36,11.72,car,819.0,6,0.2439,0,0.0,West,0
LN008343,40.0,12681.03,full_time,1.5,2200.0,12,6.55,PERSONAL,648.0,9,0.3051,0,0.0,South,0
LN008344,63.0,49903.65,full_time,12.3,9700.0,24,9.15,car,593.0,3,0.7186,1,1.0,South,0
LN008345,50.0,29481.84,part_time,4.6,2600.0,36,16.63,business,684.0,9,0.5336,1,0.0,North,0
LN008346,60.0,118057.6,full_time,3.9,48100.0,48,11.2,education,563.0,3,0.3207,1,1.0,North,0
LN008347,62.0,,full_time,2.6,9700.0,36,10.25,home,550.0,5,0.2912,0,0.0,East,1
LN008348,54.0,55930.47,Self-Employed,6.8,1400.0,12,15.61,personal,633.0,8,0.1612,0,1.0,West,0
LN008349,40.0,40765.08,self_employed,4.2,13700.0,36,17.3,Personal,535.0,0,0.1665,0,4.0,West,1
LN008350,58.0,33163.18,fulltime,8.0,16500.0,60,13.66,auto,612.0,5,0.4021,1,2.0,West,1
LN008351,40.0,50741.74,parttime,,8300.0,24,10.69,education,545.0,2,0.6291,0,1.0,East,1
LN008352,54.0,90114.4,unemployed ,6.1,48600.0,24,16.53,HOME,728.0,5,0.2473,0,0.0,North,0
LN008353,37.0,,part_time,14.4,21400.0,36,4.56,home,785.0,3,0.2099,0,0.0,East,0
LN008354,44.0,38960.54,full_time,1.6,11000.0,24,12.48,home,539.0,4,0.3288,1,0.0,West,0
LN008355,28.0,79450.55,full_time,19.8,20400.0,24,16.22,Car,821.0,3,0.1809,1,0.0,North,0
LN008356,47.0,17840.06,Full Time,2.6,46100.0,36,16.85,personal,711.0,6,0.3974,1,1.0,East,0
LN008357,53.0,100015.79,full_time,0.2,5100.0,36,19.04,car,669.0,8,0.3013,0,1.0,West,0
LN008358,33.0,30217.84,unemployed ,2.2,6900.0,48,17.0,personal,528.0,2,0.3292,0,1.0,East,1
LN008359,29.0,86399.46,part_time,0.8,13600.0,36,13.33,home,519.0,5,0.01,0,1.0,North,0
LN008360,26.0,58472.23,unemployed,1.8,3500.0,24,8.5,EDUCATION,647.0,5,0.3439,0,-1.0,East,0
LN008361,63.0,14039.58,self_employed,0.5,16800.0,36,11.1,home,636.0,7,0.4512,0,1.0,North,1
LN008362,49.0,,part time,1.0,49900.0,36,11.14,personal,626.0,4,,1,0.0,West,0
LN008363,26.0,107857.8,full_time,,12100.0,48,8.72,car,,6,0.4872,0,,East,0
LN008364,47.0,40858.44,Full Time,0.2,3800.0,36,3.0,education,593.0,5,0.1355,1,0.0,West,0
LN008365,26.0,43171.96,part_time,1.8,25400.0,60,12.12,home,632.0,6,0.3433,0,,South,0
LN008366,43.0,30932.23,self_employed,14.1,49800.0,36,8.14,HOME,650.0,6,0.4507,0,0.0,South,0
LN008367,36.0,100439.08,full_time,14.9,1500.0,36,12.81,PERSONAL,850.0,4,0.01,1,0.0,East,0
LN008368,34.0,37132.57,Full-Time,9.4,20400.0,36,6.86,personal,468.0,4,0.3729,0,0.0,West,0
LN008369,49.0,143618.82,Full Time,0.1,22400.0,24,6.39%,home,680.0,5,0.1946,1,1.0,West,0
LN008370,54.0,98046.88,full_time,0.1,19600.0,48,9.88,personal,657.0,5,0.2054,0,1.0,North,0
LN008371,64.0,109006.87,part_time,0.1,16100.0,60,15.7,Eduaction,652.0,3,0.2315,1,0.0,East,0
LN008372,44.0,51436.54,full_time,2.3,14700.0,36,12.7%,personal,679.0,6,0.1093,1,0.0,South,0
LN008373,54.0,36614.67,self_employed,19.6,10800.0,60,14.4,personal,809.0,4,0.2394,0,2.0,West,1
LN008374,64.0,65320.1,full_time,11.4,43700.0,24,7.88,home improvement,678.0,3,0.3423,0,0.0,South,0
LN008375,39.0,124392.23,Full-Time,1.4,14400.0,36,12.4,Car,530.0,4,0.2903,0,1.0,North,0
LN008376,51.0,142051.42,self_employed,2.6,91800.0,48,8.45,home,679.0,3,0.3879,1,0.0,North,1
LN008377,47.0,16085.63,UNEMPLOYED,8.7,28500.0,36,16.7,HOME,637.0,4,0.6018,0,0.0,North,1
LN008378,37.0,248420.57,self_employed,7.1,14600.0,36,16.84,car,601.0,4,0.5346,0,1.0,West,0
LN008379,34.0,57027.31,unemployed,0.7,6400.0,60,9.83,home,665.0,3,0.3309,1,0.0,North,0
LN008380,60.0,78235.5,UNEMPLOYED,0.6,21000.0,36,18.25,business,641.0,6,0.2918,0,0.0,West,1
LN008381,54.0,5555555.0,FULL TIME,3.9,6900.0,48,11.33,home improvement,632.0,2,0.2247,0,1.0,North,1
LN008382,47.0,27487.71,part_time,0.5,7900.0,48,18.41,Home,642.0,5,0.51,0,1.0,West,1
LN008383,22.0,20675.58,full_time,8.7,10000.0,36,7.29,home,556.0,3,0.3802,1,1.0,West,0
LN008384,59.0,136242.45,part_time,1.5,4800.0,12,7.32,personal,707.0,1,0.4727,1,0.0,East,0
LN008385,23.0,32440.28,part_time,1.0,54600.0,48,14.22,Personal,639.0,5,0.3462,1,1.0,North,0
LN008386,27.0,46391.15,full_time,,5100.0,36,8.74,Business,671.0,3,0.1669,0,2.0,East,0
LN008387,67.0,40912.13,full_time,0.2,16600.0,36,13.63,personal,581.0,2,0.1469,0,2.0,East,1
LN008388,59.0,26569.08,Full Time,5.1,7100.0,60,7.89,HOME,560.0,1,0.2415,0,0.0,West,1
LN008389,63.0,43504.82,Full Time,0.9,4300.0,60,7.04,personal,620.0,4,0.3372,0,0.0,South,1
LN008390,45.0,51675.55,self_employed,1.3,11100.0,48,15.85,Auto,648.0,1,0.4595,0,0.0,East,0
LN008391,39.0,103700.97,full_time,7.0,11900.0,24,20.26,education,617.0,4,0.3532,0,1.0,West,1
LN008392,48.0,25965.93,Unemployed,0.3,45000.0,36,11.45,HOME,657.0,6,0.323,0,0.0,South,1
LN008393,62.0,34540.9,full_time,1.1,18600.0,24,14.57,personal,478.0,3,0.5376,1,1.0,North,1
LN008394,29.0,68190.77,self_employed,0.8,15900.0,36,11.28,EDUCATION,810.0,5,0.218,1,1.0,North,0
LN008395,49.0,50374.21,parttime,0.0,24600.0,60,14.48,HOME,589.0,4,0.413,0,1.0,West,1
LN008396,31.0,50934.06,unemployed,3.9,10700.0,48,3.0,home,557.0,3,0.2554,1,1.0,West,0
LN008397,38.0,27374.2,full_time,1.1,8200.0,36,9.65,EDUCATION,741.0,7,0.0296,0,0.0,South,0
LN008398,50.0,78204.09,full_time,5.0,7900.0,60,19.94,education,557.0,3,0.3103,1,1.0,West,0
LN008399,27.0,114482.17,full_time,3.5,7500.0,60,13.63,personal,666.0,1,0.2847,0,1.0,South,0
LN008400,35.0,108304.28,full_time,5.5,16900.0,36,11.77,BUSINESS,557.0,3,0.3264,0,0.0,West,0
LN008401,43.0,43644.44,unemployed,20.0,4200.0,36,14.36%,PERSONAL,626.0,2,0.3735,0,4.0,North,0
LN008402,27.0,10406.92,full_time,1.2,11100.0,24,15.66,Personal,627.0,0,0.5387,0,1.0,East,1
LN008403,47.0,56400.79,full_time,5.5,38600.0,12,3.41,PERSONAL,590.0,6,0.3457,1,0.0,West,0
LN008404,60.0,52061.77,full_time,9.0,17100.0,36,10.91,business,,4,0.4597,1,3.0,West,1
LN008405,33.0,26612.3,full_time,15.8,12300.0,48,6.97,personal,763.0,3,0.4953,1,1.0,South,0
LN008406,56.0,29941.65,full_time,4.9,8800.0,36,20.59%,EDUCATION,589.0,2,0.2305,1,2.0,East,1
LN008407,35.0,26975.0,unemployed ,0.7,6700.0,60,5.96,Personal,660.0,4,0.4805,0,0.0,North,0
LN008408,43.0,,SELF_EMPLOYED,0.3,36600.0,48,11.28,EDUCATION,544.0,5,0.4379,0,0.0,North,1
LN008409,44.0,29928.21,full_time,,14500.0,24,14.49,personal,658.0,3,0.1877,1,2.0,South,1
LN008410,28.0,54125.05,fulltime,13.2,8900.0,24,14.49,car,716.0,5,0.1198,1,3.0,East,0
LN008411,61.0,204010.08,full_time,3.8,10500.0,24,7.71,home,,5,0.4061,1,0.0,East,0
LN008412,46.0,43848.51,Full-Time,4.3,6600.0,48,7.95,car,605.0,8,0.315,1,1.0,West,0
LN008413,34.0,24440.08,full_time,4.7,14600.0,60,8.91%,Home,630.0,5,0.499,0,1.0,North,0
LN008414,42.0,20496.17,part_time,2.0,14600.0,24,9.97%,car,1056.0,4,0.342,0,1.0,West,0
LN008415,62.0,59756.98,PART TIME,1.0,21800.0,48,10.27,Home,633.0,2,0.01,1,1.0,East,0
LN008416,31.0,163037.6,full_time,15.4,4000.0,36,14.64,car,598.0,4,0.4104,1,1.0,West,0
LN008417,30.0,28539.38,full_time,7.0,14900.0,36,9.6,education,664.0,3,0.3236,1,0.0,North,0
LN008418,36.0,13453.85,full_time,3.6,21000.0,60,13.19,home improvement,554.0,2,0.0354,0,0.0,North,1
LN008419,23.0,,SELF_EMPLOYED,2.4,11700.0,36,9.3,HOME,427.0,3,,1,1.0,South,0
LN008420,46.0,221849.09,Full Time,3.3,39300.0,48,13.8%,Personal,735.0,3,0.098,1,0.0,West,0
LN008421,34.0,77190.79,full_time,0.2,22500.0,48,13.24,auto,645.0,2,0.4055,0,1.0,West,1
LN008422,,63470.63,full_time,1.4,31900.0,48,10.72,personal,659.0,4,0.2896,0,1.0,South,1
LN008423,55.0,51023.18,fulltime,1.4,5700.0,60,8.62,home improvement,590.0,0,0.3468,1,1.0,South,0
LN008424,56.0,73762.99,fulltime,2.9,3100.0,36,9.84,education,616.0,2,0.1509,1,0.0,North,0
LN008425,59.0,71745.69,self_employed,1.3,16800.0,36,8.83,Education,565.0,2,0.4244,0,1.0,East,1
LN008426,24.0,58092.51,unemployed,1.0,2600.0,48,12.28,personal,744.0,4,0.299,0,0.0,North,1
LN008427,63.0,27684.13,full_time,7.3,8300.0,24,15.2,Home,610.0,10,0.4368,0,1.0,North,1
LN008428,27.0,57908.35,SELF_EMPLOYED,11.2,13100.0,24,13.97,education,,2,0.2915,0,2.0,South,1
LN008429,40.0,46210.03,Self Employed,,24300.0,48,15.3,Business,704.0,4,0.7114,1,0.0,West,0
LN008430,24.0,30295.98,Full-Time,1.2,14400.0,24,7.8,car,741.0,5,0.4822,0,1.0,West,0
LN008431,39.0,57827.28,full_time,7.4,42700.0,48,11.87,business,635.0,2,0.3254,0,3.0,North,1
LN008432,60.0,36617.5,fulltime,8.5,7700.0,12,9.32,home,771.0,5,0.3204,1,1.0,North,0
LN008433,30.0,51054.1,Full-Time,3.5,6500.0,36,12.21%,personal,674.0,4,0.1683,1,1.0,South,0
LN008434,33.0,64465.98,full_time,5.9,81800.0,48,14.49,personal,640.0,6,0.4176,0,1.0,South,0
LN008435,26.0,70185.16,self_employed,0.4,11800.0,48,10.15,car,643.0,3,0.3846,1,2.0,West,1
LN008436,24.0,37162.86,FULL TIME,9.5,14800.0,36,5.69,Personal,690.0,7,0.3716,1,1.0,West,0
LN008437,32.0,64230.61,unemployed,8.9,8500.0,36,7.94%,Eduaction,736.0,4,0.5279,1,2.0,North,1
LN008438,51.0,73858.65,fulltime,5.9,6600.0,24,3.85,car,692.0,7,0.3656,0,0.0,North,0
LN008439,25.0,,full_time,12.4,11800.0,36,12.11%,Eduaction,,3,0.3252,1,1.0,South,0
LN008440,26.0,58859.97,unemployed,0.2,30900.0,24,10.28,personal,656.0,3,0.5608,0,0.0,East,1
LN008441,22.0,70488.81,selfemployed,1.3,11200.0,12,9.65,home improvement,706.0,3,0.4134,0,2.0,South,1
LN008442,48.0,,parttime,2.3,1800.0,12,6.13,personal,599.0,2,0.3344,1,1.0,West,0
LN008443,49.0,230072.98,part_time,0.9,5500.0,24,9.67,education,529.0,2,0.464,1,1.0,West,0
LN008444,50.0,47170.92,Self Employed,8.4,60400.0,12,11.47,business,665.0,2,0.4414,0,1.0,East,0
LN008445,39.0,96058.33,part_time,7.1,1800.0,24,11.06%,personal,,2,0.2976,0,2.0,East,0
LN008446,33.0,36605.16,Full Time,7.4,7500.0,24,15.62,personal,531.0,3,0.3226,0,1.0,East,0
LN008447,34.0,61380.8,PART TIME,1.7,19000.0,36,8.55,PERSONAL,780.0,3,0.4591,1,1.0,West,0
LN008448,62.0,60021.29,FULL TIME,7.2,19400.0,48,11.83,Personal,384.0,8,0.2894,0,1.0,North,0
LN008449,23.0,67284.71,part time,0.7,19700.0,36,16.42,Home,700.0,5,0.411,0,0.0,West,0
LN008450,58.0,29472.07,part_time,0.6,27300.0,60,16.01,HOME,564.0,5,0.4123,1,0.0,West,0
LN008451,66.0,,self_employed,4.4,11200.0,60,15.69,Home,586.0,3,0.0811,0,1.0,East,1
LN008452,37.0,36690.58,self_employed,0.2,5900.0,60,11.13,personal,685.0,3,,0,0.0,West,0
LN008453,45.0,80151.55,part_time,14.0,11200.0,36,11.57,Home,836.0,5,0.6018,0,1.0,East,0
LN008454,56.0,28942.39,full_time,2.0,34700.0,12,10.99,business,706.0,5,0.223,1,1.0,South,0
LN008455,43.0,58896.67,UNEMPLOYED,3.2,3500.0,60,14.63%,Eduaction,568.0,7,0.3175,1,3.0,West,1
LN008456,57.0,48195.23,full_time,8.4,9300.0,36,8.1,PERSONAL,646.0,2,0.4534,1,0.0,South,1
LN008457,32.0,149185.16,full_time,2.6,13600.0,36,14.61,home,627.0,7,0.4537,0,1.0,West,1
LN008458,67.0,95862.72,self_employed,2.8,7900.0,48,8.19,personal,484.0,4,0.5752,1,1.0,North,0
LN008459,50.0,111691.78,FULL TIME,2.1,8800.0,36,14.46,Business,655.0,3,0.3462,0,2.0,West,0
LN008460,56.0,30855.4,unemployed,2.2,18500.0,48,14.58,EDUCATION,596.0,3,0.2515,0,0.0,West,0
LN008461,36.0,38947.98,full_time,3.2,14900.0,24,15.47,education,709.0,4,0.3745,0,0.0,West,0
LN008462,52.0,48901.29,selfemployed,14.6,28500.0,24,14.38,education,625.0,4,0.37,1,2.0,South,0
LN008463,63.0,97414.98,full_time,13.7,20800.0,36,13.73,personal,774.0,5,0.6316,0,1.0,East,0
LN008464,62.0,61429.52,Full-Time,3.9,30600.0,36,20.64,Home,678.0,4,0.0899,0,0.0,East,0
LN008465,64.0,31272.47,full_time,3.0,8000.0,60,6.7,car,667.0,4,0.3356,0,1.0,North,0
LN008466,37.0,32075.74,unemployed,8.3,107400.0,48,17.49,Auto,807.0,5,0.5164,0,2.0,South,1
LN008467,31.0,100256.07,self_employed,5.7,3500.0,60,19.18,home,,1,0.5127,1,,North,0
LN008468,53.0,62630.27,fulltime,10.7,25400.0,60,10.57,Home,782.0,3,0.3976,1,0.0,North,0
LN008469,23.0,50588.36,full_time,6.6,5900.0,36,15.81,personal,560.0,4,0.3273,1,1.0,West,1
LN008470,45.0,48135.14,full_time,,3600.0,36,18.84,Auto,489.0,4,0.2362,0,3.0,East,1
LN008471,44.0,83887.96,full_time,10.9,50800.0,48,11.8%,home improvement,668.0,4,0.477,0,1.0,South,0
LN008472,23.0,26039.63,self_employed,9.7,9900.0,24,11.57,home,746.0,9,0.3517,1,2.0,West,0
LN008473,59.0,50570.14,full_time,2.5,4800.0,36,8.73,business,,4,0.2882,0,0.0,North,0
LN008474,52.0,52416.29,Self-Employed,2.4,9700.0,48,21.3,personal,615.0,4,0.6042,1,1.0,East,1
LN008475,61.0,23212.68,full_time,6.8,7700.0,60,17.02,personal,516.0,4,,0,0.0,West,0
LN008476,47.0,43284.9,full_time,0.4,11700.0,60,8.25,home,647.0,6,0.456,1,0.0,South,0
LN008477,50.0,193283.76,FULL TIME,1.9,10300.0,12,15.14,personal,649.0,5,0.5037,0,0.0,West,0
LN008478,24.0,29702.76,full_time,13.5,4500.0,24,11.13,Car,699.0,2,0.1797,1,0.0,East,0
LN008479,35.0,52871.72,full_time,3.0,14100.0,24,6.0,home,610.0,5,0.4034,0,1.0,South,0
LN008480,46.0,14097.08,Full Time,1.6,13200.0,36,23.53,Home,629.0,5,0.5748,0,1.0,East,1
LN008481,22.0,45100.68,unemployed ,3.2,49000.0,12,8.55,CAR,700.0,3,0.3207,0,1.0,East,0
LN008482,24.0,25729.03,full_time,1.7,42500.0,24,10.47,education,667.0,6,0.3052,0,3.0,South,0
LN008483,47.0,,full_time,7.3,13400.0,48,11.24,Personal,682.0,6,0.4546,0,1.0,West,0
LN008484,39.0,63303.76,full_time,9.5,19300.0,24,10.11,car,718.0,2,0.99,0,1.0,South,0
LN008485,30.0,24947.79,full_time,7.6,5800.0,60,11.75%,HOME,709.0,2,0.0406,0,0.0,South,1
LN008486,59.0,56648.5,full_time,0.8,22600.0,36,16.26,Eduaction,819.0,5,0.2982,0,1.0,North,1
LN008487,44.0,30703.62,Full-Time,2.0,118900.0,12,10.99,home,686.0,2,0.3907,0,4.0,South,1
LN008488,42.0,21998.47,FULL TIME,1.2,5300.0,48,14.55,Bussiness,686.0,4,0.3696,0,0.0,West,1
LN008489,22.0,,full_time,0.2,8200.0,60,12.65,car,626.0,3,0.5413,0,3.0,North,1
LN008490,42.0,27533.4,unemployed,6.7,16300.0,60,7.18,Personal,655.0,5,0.3755,0,0.0,West,0
LN008491,48.0,38013.51,full_time,2.8,15500.0,36,14.05,home improvement,547.0,3,0.2967,1,1.0,South,1
LN008492,63.0,34806.43,self_employed,1.6,14600.0,60,11.59,personal,601.0,4,,1,0.0,East,0
LN008493,27.0,55833.56,self_employed,1.8,7700.0,48,4.73,car,740.0,1,0.5802,1,0.0,North,0
LN008494,65.0,49980.16,unemployed,0.7,4400.0,24,7.29,PERSONAL,526.0,6,0.3299,0,1.0,South,1
LN008495,57.0,44394.06,full_time,8.8,6700.0,36,15.18,personal,762.0,3,0.3742,0,0.0,West,1
LN008496,49.0,32040.57,self_employed,0.8,26000.0,36,21.94,business,,4,0.5363,0,0.0,North,0
LN008497,66.0,,FULL TIME,2.1,68000.0,36,12.66%,home,577.0,7,0.3565,0,0.0,West,1
LN008498,38.0,58472.1,part_time,0.0,20500.0,36,3.0,Car,628.0,3,0.4311,1,2.0,North,0
LN008499,61.0,52613.91,self_employed,2.9,10200.0,24,13.75,car,697.0,3,0.2783,1,0.0,East,0
LN008500,24.0,96092.01,self_employed,2.2,25900.0,36,5.76,PERSONAL,657.0,3,0.4939,0,0.0,East,0
LN008501,33.0,77482.42,full_time,6.3,4500.0,36,10.28,PERSONAL,803.0,3,0.2884,0,0.0,East,0
LN008502,60.0,95213.69,part time,6.3,13000.0,24,19.6,Personal,685.0,6,0.2484,0,0.0,East,1
LN008503,33.0,110419.84,self_employed,0.2,8300.0,24,9.12,home improvement,691.0,3,0.5392,1,1.0,South,0
LN008504,23.0,54844.18,SELF_EMPLOYED,0.6,10700.0,24,13.93,Eduaction,693.0,5,0.3134,1,1.0,North,0
LN008505,67.0,81811.48,part_time,11.7,8500.0,24,11.88,personal,661.0,5,0.1729,1,0.0,North,0
LN008506,43.0,59958.93,Full-Time,7.8,5500.0,36,13.07,BUSINESS,630.0,5,0.422,0,0.0,North,0
LN008507,44.0,108668.54,FULL TIME,2.5,52100.0,24,5.34,Home,658.0,2,0.465,1,0.0,East,0
LN008508,51.0,17104.31,full_time,0.9,8100.0,48,13.07%,personal,668.0,5,0.2474,0,0.0,West,0
LN008509,26.0,40565.09,part_time,1.5,8100.0,36,16.98,PERSONAL,646.0,5,0.1942,1,0.0,West,0
LN008510,30.0,62695.46,self_employed,5.4,12800.0,60,6.82,Eduaction,750.0,4,0.4316,0,1.0,North,0
LN008511,42.0,69007.92,fulltime,14.5,15800.0,12,17.09%,BUSINESS,742.0,3,0.4528,1,2.0,South,0
LN008512,32.0,48504.74,full_time,4.8,48600.0,36,8.31,business,555.0,6,0.3807,0,0.0,West,0
LN008513,26.0,18078.88,self_employed,0.1,15300.0,48,15.85,car,728.0,5,0.2255,1,1.0,North,0
LN008514,56.0,44066.95,full_time,5.3,20800.0,48,8.89,personal,648.0,6,0.37,0,1.0,East,0
LN008515,48.0,79995.27,full_time,14.5,3100.0,36,7.7,home,626.0,3,0.3773,0,4.0,West,1
LN008516,23.0,40562.9,part_time,2.2,17000.0,60,14.61,Auto,707.0,2,0.3647,0,1.0,South,1
LN008517,45.0,51818.42,PART TIME,13.6,7300.0,12,13.73,home,673.0,4,0.6467,1,2.0,West,0
LN008518,52.0,154806.24,part time,5.6,7400.0,36,6.08,Eduaction,578.0,5,0.6141,0,0.0,North,0
LN008519,54.0,43821.23,part_time,1.1,5200.0,24,16.03,PERSONAL,715.0,2,0.3108,0,2.0,West,1
LN008520,60.0,44603.64,self_employed,0.8,10200.0,36,6.86,home improvement,643.0,1,0.4234,1,1.0,East,0
LN008521,51.0,55077.89,FULL TIME,1.0,18100.0,48,10.23,personal,713.0,4,0.1575,1,0.0,South,0
LN008522,67.0,56529.81,full_time,6.0,18900.0,12,12.84,auto,649.0,6,0.154,0,1.0,North,0
LN008523,58.0,53144.55,self_employed,4.5,15700.0,12,8.94,home,714.0,3,0.2364,0,4.0,North,0
LN008524,49.0,,parttime,3.0,8100.0,36,15.44,home,726.0,6,0.2875,1,0.0,South,0
LN008525,52.0,24003.64,Self-Employed,1.5,7500.0,24,14.37,Personal,746.0,6,,1,1.0,South,0
LN008526,32.0,45582.41,PART TIME,11.9,9600.0,48,11.96,Bussiness,601.0,1,0.6904,0,1.0,South,0
LN008527,44.0,23458.15,full_time,1.2,14600.0,12,3.0,business,796.0,2,0.5229,0,0.0,North,0
LN008528,23.0,50694.88,full_time,1.7,3800.0,60,16.97,business,639.0,3,0.2623,0,0.0,West,0
LN008529,61.0,70456.13,Full-Time,0.3,10900.0,36,12.36%,personal,554.0,0,0.3015,0,1.0,West,0
LN008530,62.0,45106.51,full_time,1.6,9900.0,36,10.05,car,665.0,4,0.4419,1,0.0,North,1
LN008531,48.0,27775.14,full_time,12.8,17700.0,36,12.46,home,636.0,1,0.2558,0,1.0,West,1
LN008532,56.0,37852.37,part_time,1.0,128600.0,48,16.08,Education,603.0,2,0.1744,1,1.0,East,1
LN008533,23.0,144437.98,fulltime,1.1,13200.0,36,13.37,personal,654.0,5,0.2153,0,1.0,North,0
LN008534,60.0,116987.01,self_employed,4.6,13500.0,48,13.0,personal,710.0,2,0.4009,1,1.0,West,0
LN008535,58.0,35407.2,full_time,4.2,22700.0,48,5.56,personal,677.0,5,0.3068,1,1.0,North,1
LN008536,42.0,35301.73,Self Employed,,11400.0,36,5.24,home,757.0,3,0.3216,0,2.0,East,0
LN008537,26.0,45923.46,Self Employed,0.8,18800.0,60,11.09,PERSONAL,640.0,1,0.4025,0,1.0,West,1
LN008538,66.0,,self_employed,0.6,38000.0,36,14.42,business,684.0,5,0.4164,0,0.0,West,0
LN008539,42.0,17144.37,full_time,9.9,10600.0,12,16.55,personal,,4,0.4945,1,0.0,West,1
LN008540,50.0,35133.02,Self Employed,,45200.0,36,18.13,educat,799.0,1,0.2818,1,0.0,North,1
LN008541,41.0,62742.32,part_time,15.3,15600.0,60,20.91,home,569.0,3,0.3507,0,0.0,West,0
LN008542,59.0,58543.64,unemployed,0.9,25300.0,12,11.07,personal,605.0,3,0.2626,1,2.0,West,0
LN008543,41.0,37926.69,part_time,3.1,30400.0,48,13.77,Car,817.0,1,0.1059,1,0.0,East,1
LN008544,46.0,42134.62,SELF_EMPLOYED,6.8,38500.0,48,12.85,home,632.0,2,0.3297,0,0.0,East,1
LN008545,23.0,59788.98,self_employed,1.2,33200.0,36,9.82,BUSINESS,524.0,5,0.0419,1,2.0,South,0
LN008546,53.0,38321.34,unemployed,5.8,40700.0,24,16.62,educat,809.0,4,0.3077,1,0.0,North,0
LN008547,47.0,25898.33,Full Time,3.2,15300.0,36,15.53,home,572.0,4,0.1895,1,1.0,North,1
LN008548,27.0,43859.98,full_time,2.8,7600.0,36,11.41,Business,658.0,3,0.3456,0,2.0,South,0
LN008549,62.0,,FULL TIME,5.2,14500.0,60,8.4,HOME,736.0,5,0.612,1,0.0,West,0
LN008550,24.0,13702.49,Self Employed,3.2,5700.0,24,7.29,BUSINESS,722.0,0,0.2839,1,0.0,North,0
LN008551,54.0,62027.55,fulltime,8.6,10300.0,60,9.26,car,580.0,0,0.3888,0,1.0,East,0
LN008552,22.0,87948.39,part_time,13.3,8300.0,24,13.33,auto,,4,0.4375,1,0.0,North,0
LN008553,26.0,39562.87,parttime,,4000.0,60,9.57,business,692.0,6,0.2423,0,4.0,West,1
LN008554,34.0,39995.84,unemployed,1.8,27900.0,24,12.81,personal,647.0,2,0.3809,1,0.0,West,0
LN008555,40.0,31475.02,full_time,7.5,38900.0,24,10.64,car,570.0,3,0.48,0,1.0,North,0
LN008556,33.0,44737.59,full_time,0.9,7500.0,24,11.12,personal,689.0,6,0.3061,0,2.0,South,0
LN008557,46.0,35069.84,self_employed,0.5,22300.0,36,13.51,home,770.0,4,0.6294,0,0.0,East,1
LN008558,56.0,116840.3,unemployed ,3.7,112100.0,36,11.34%,Auto,627.0,1,0.6663,1,1.0,West,1
LN008559,33.0,52826.27,part_time,5.2,34700.0,48,7.56,personal,510.0,2,0.2137,0,0.0,East,0
LN008560,51.0,13514.16,Part-Time,9.0,5900.0,36,10.02%,education,594.0,2,0.1819,0,0.0,East,0
LN008561,26.0,69031.68,full_time,15.5,27400.0,24,14.86,home,623.0,7,0.3017,0,0.0,West,0
LN008562,55.0,137514.4,self_employed,10.3,11700.0,60,13.15,business,528.0,2,0.441,1,0.0,North,0
LN008563,43.0,66532.17,full_time,22.4,26800.0,24,12.27%,personal,692.0,5,0.254,1,1.0,North,0
LN008564,60.0,100108.51,UNEMPLOYED,3.2,85000.0,36,11.25,Home,709.0,4,0.2223,0,4.0,North,1
LN008565,34.0,73593.26,Self Employed,1.9,12700.0,36,8.54%,Personal,593.0,1,0.5446,1,0.0,East,0
LN008566,24.0,,full_time,3.1,41300.0,48,6.21,car,717.0,1,0.2062,1,0.0,North,0
LN008567,41.0,,full_time,5.2,7300.0,24,13.22,home improvement,577.0,4,0.3084,0,2.0,East,0
LN008568,52.0,86877.23,full_time,3.5,9100.0,24,11.21,personal,543.0,4,0.4567,0,1.0,North,1
LN008569,26.0,59278.72,Self Employed,5.0,2700.0,60,12.99,PERSONAL,566.0,1,0.3469,1,0.0,North,0
LN008570,45.0,17517.93,Full Time,10.9,49000.0,48,15.65%,PERSONAL,584.0,3,0.2458,0,3.0,West,1
LN008571,61.0,25499.81,UNEMPLOYED,0.9,3500.0,36,7.79,home,713.0,1,0.5292,1,0.0,West,1
LN008572,54.0,25781.85,Full Time,0.6,5400.0,24,3.0,personal,695.0,5,0.3475,1,0.0,North,0
LN008573,29.0,10771.32,Full-Time,3.5,16000.0,60,14.23,business,577.0,6,0.3927,0,2.0,West,1
LN008574,45.0,37765.12,full_time,20.0,68900.0,48,17.35,Personal,596.0,5,0.4724,0,2.0,East,1
LN008575,41.0,114609.27,Full-Time,0.3,2900.0,36,11.37,Auto,,3,0.4696,0,3.0,South,0
