Marketing_Spend,Price,Sales,Month,Region,Product_Category,Channel
4590.67,40.96,425.27,5,East,Basic,Retail
2201.36,42.25,283.97,5,North,Basic,Retail
2360.13,38.41,383.03,7,East,Basic,Retail
1485.68,35.34,476.56,6,South,Basic,Online
5571.34,40.01,1044.25,3,East,Basic,Online
5538.11,43.44,549.46,7,West,Basic,Retail
2238.32,105.96,274.28,12,South,Premium,Online
1211.22,44.32,301.09,1,West,Basic,Retail
4070.2,40.89,447.89,4,East,Basic,Retail
4336.11,39.32,473.96,4,South,Basic,Retail
2843.19,38.92,722.61,6,East,Basic,Online
3366.97,111.99,478.26,6,South,Premium,Online
2947.17,41.02,241.71,10,West,Basic,Retail
2484.57,38.18,639.14,8,East,Basic,Online
2748.32,111.62,382.79,12,North,Premium,Online
2538.02,38.48,660.04,1,South,Basic,Online
2513.33,36.68,560.62,7,East,Basic,Online
12128.98,112.11,1648.91,4,North,Premium,Online
5920.22,111.35,342.96,6,North,Premium,Retail
2580.89,37.39,615.67,10,South,Basic,Online
3137.38,26.98,755.11,9,South,Basic,Online
1438.46,110.59,78.63,3,South,Premium,Online
4950.43,43.39,1038.88,8,North,Basic,Online
3735.9,35.55,438.75,3,North,Basic,Retail
2384.09,43.27,374.19,6,East,Basic,Retail
2417.76,41.93,558.34,2,South,Basic,Online
1776.32,36.11,444.56,9,North,Basic,Retail
5518.71,43.87,1051.26,2,South,Basic,Online
5868.2,119.13,379.47,12,East,Premium,Retail
3900.91,32.0,806.96,5,North,Basic,Online
4388.83,43.56,812.3,6,North,Basic,Online
1865.25,36.05,642.87,4,North,Basic,Online
2097.98,105.48,0.0,12,West,Premium,Retail
3452.05,40.39,729.87,7,East,Basic,Online
2381.07,42.75,367.7,7,East,Basic,Retail
5071.58,36.52,1087.43,12,East,Basic,Online
1540.04,49.04,365.49,7,East,Basic,Retail
2092.67,108.88,217.25,11,South,Premium,Online
2424.59,39.68,402.91,7,East,Basic,Retail
1611.5,40.02,410.94,10,North,Basic,Online
6172.83,118.93,784.11,11,East,Premium,Online
4255.89,42.37,504.69,10,East,Basic,Retail
1129.76,46.99,121.59,9,South,Basic,Retail
2758.65,44.8,347.75,2,South,Basic,Retail
2727.7,33.57,604.44,5,North,Basic,Online
3100.37,34.03,537.43,10,East,Basic,Online
3962.1,39.06,768.21,9,East,Basic,Online
1401.07,36.31,497.97,12,West,Basic,Online
6048.12,36.52,1164.64,11,South,Basic,Online
4975.32,111.11,608.8,11,East,Premium,Online
4156.1,124.13,127.91,2,East,Premium,Retail
996.03,112.63,0.0,3,West,Premium,Retail
3681.86,36.02,923.21,7,South,Basic,Online
3768.14,125.64,399.91,9,South,Premium,Online
3789.58,42.25,783.09,3,East,Basic,Online
3742.91,32.17,543.25,10,East,Basic,Retail
4347.47,38.3,886.17,8,West,Basic,Online
1406.56,27.46,394.07,11,North,Basic,Retail
6939.17,44.48,1244.13,8,North,Basic,Online
2852.51,39.26,522.51,12,West,Basic,Online
2650.97,39.03,301.34,4,South,Basic,Retail
6478.24,35.68,710.61,11,East,Basic,Retail
3722.77,120.31,462.66,6,South,Premium,Online
3529.48,40.68,811.88,11,North,Basic,Online
1907.2,39.65,280.52,12,East,Basic,Retail
2161.08,121.15,194.03,8,East,Premium,Online
1775.83,39.47,389.81,12,South,Basic,Retail
2381.93,46.89,311.65,9,South,Basic,Retail
6146.35,49.08,476.34,2,West,Basic,Retail
2847.61,114.37,400.81,1,North,Premium,Online
2766.99,116.66,359.52,5,West,Premium,Online
3654.64,40.27,397.27,10,North,Basic,Retail
2271.38,35.82,534.86,3,East,Basic,Online
6569.78,33.62,1212.79,11,West,Basic,Online
2583.84,39.63,335.07,6,East,Basic,Retail
6490.45,110.49,893.39,12,South,Premium,Online
4218.54,34.12,563.52,11,East,Basic,Retail
2516.93,37.33,353.38,1,South,Basic,Retail
2570.57,113.07,248.48,12,North,Premium,Retail
4432.55,32.37,483.05,11,West,Basic,Retail
2962.76,119.4,235.52,4,East,Premium,Online
3132.13,111.54,473.95,6,East,Premium,Online
4953.24,39.9,569.16,2,South,Basic,Retail
1597.08,112.92,79.78,11,North,Premium,Online
6678.71,34.9,696.59,11,North,Basic,Retail
8024.22,44.45,680.14,8,East,Basic,Retail
2086.32,112.08,258.35,4,East,Premium,Online
1801.98,37.91,342.24,2,South,Basic,Retail
1697.1,42.42,406.4,1,West,Basic,Online
6117.07,26.87,1297.06,8,North,Basic,Online
1815.2,43.09,311.09,10,South,Basic,Retail
2531.65,39.61,396.76,1,North,Basic,Retail
4977.07,37.52,953.48,7,South,Basic,Online
2004.75,46.31,462.04,7,North,Basic,Online
1773.71,32.04,492.45,6,West,Basic,Online
4802.11,119.51,657.5,8,North,Premium,Online
2357.58,43.28,540.02,10,West,Basic,Online
1893.7,35.65,482.73,1,South,Basic,Online
2897.94,27.97,440.26,12,West,Basic,Retail
2411.92,41.49,346.01,1,East,Basic,Retail
1861.2,43.27,370.88,1,West,Basic,Online
4437.72,46.46,883.12,6,North,Basic,Online
2057.91,31.86,438.64,7,East,Basic,Retail
3170.14,118.65,20.84,10,West,Premium,Retail
2449.13,51.03,315.99,9,North,Basic,Retail
7485.52,40.46,1368.56,10,North,Basic,Online
1645.87,40.67,372.11,5,South,Basic,Online
2148.91,42.06,449.79,1,West,Basic,Online
3685.28,40.16,312.15,9,South,Basic,Retail
1844.15,37.81,521.63,5,South,Basic,Online
4193.35,38.22,978.88,6,North,Basic,Online
1343.28,124.69,134.6,9,North,Premium,Online
1731.67,42.91,423.63,2,West,Basic,Online
1757.83,121.85,0.0,3,North,Premium,Retail
3643.69,108.31,465.0,7,East,Premium,Online
3583.18,37.38,355.66,3,West,Basic,Retail
2894.08,49.57,568.38,2,North,Basic,Online
3401.36,35.32,740.61,7,East,Basic,Online
2877.82,39.58,675.43,8,North,Basic,Online
1862.36,117.12,213.08,9,East,Premium,Online
5172.23,32.11,1018.07,2,North,Basic,Online
2758.83,115.27,129.91,2,East,Premium,Retail
2643.81,100.84,88.86,11,South,Premium,Retail
7689.33,30.9,1435.45,7,South,Basic,Online
893.7,41.56,297.68,4,East,Basic,Online
4238.81,36.16,540.74,5,North,Basic,Retail
1534.92,126.77,120.19,1,East,Premium,Online
3968.18,121.59,557.23,6,South,Premium,Online
4808.58,38.99,887.37,10,East,Basic,Online
1513.49,43.94,340.13,8,North,Basic,Retail
6862.61,25.49,1371.82,11,East,Basic,Online
3074.48,117.07,470.69,1,North,Premium,Online
2061.29,122.82,154.87,2,South,Premium,Online
4565.21,32.72,966.57,7,North,Basic,Online
3940.92,42.61,760.22,2,East,Basic,Online
7783.85,41.28,635.85,9,North,Basic,Retail
2657.71,32.14,431.51,6,West,Basic,Retail
5182.67,117.67,632.2,12,West,Premium,Online
4361.07,42.08,849.25,12,North,Basic,Online
2990.72,43.12,400.74,5,East,Basic,Retail
3017.33,33.21,480.81,7,North,Basic,Retail
2103.12,35.0,556.73,10,South,Basic,Online
4677.67,38.62,943.54,8,East,Basic,Online
1989.68,124.64,71.19,9,East,Premium,Online
1597.47,116.47,176.91,6,East,Premium,Online
3432.51,40.1,612.83,5,North,Basic,Online
2110.04,36.35,415.27,7,South,Basic,Retail
2870.43,47.79,702.0,2,North,Basic,Online
1520.01,34.88,322.88,8,East,Basic,Retail
4697.08,38.4,564.07,12,South,Basic,Retail
758.46,46.53,272.3,4,East,Basic,Retail
3963.71,36.46,818.91,1,North,Basic,Online
3750.48,116.29,316.88,3,South,Premium,Online
2648.76,35.52,440.45,9,South,Basic,Retail
4251.79,33.01,491.37,4,North,Basic,Retail
1425.3,33.73,257.97,10,South,Basic,Retail
6778.18,125.37,921.49,10,West,Premium,Online
2364.19,28.19,758.17,11,West,Basic,Online
3260.01,36.3,354.73,3,South,Basic,Retail
6718.82,32.59,1266.53,4,South,Basic,Online
2974.41,35.32,691.7,3,North,Basic,Online
2027.55,116.19,262.96,3,West,Premium,Online
4675.49,118.38,572.72,2,North,Premium,Online
2736.12,46.18,629.86,6,West,Basic,Online
2006.68,122.16,114.62,10,South,Premium,Online
5103.94,42.68,1096.53,6,South,Basic,Online
3219.38,43.76,330.56,10,West,Basic,Retail
3226.41,109.16,374.48,4,North,Premium,Online
4053.11,39.5,890.15,8,East,Basic,Online
3297.14,46.56,375.06,6,South,Basic,Retail
3790.06,119.17,532.14,12,North,Premium,Online
3299.59,45.19,686.97,8,South,Basic,Online
1749.29,37.48,312.72,6,East,Basic,Retail
1834.56,123.6,0.0,9,East,Premium,Retail
3258.84,113.46,331.28,3,North,Premium,Online
7239.41,124.43,824.06,3,West,Premium,Online
1599.31,35.4,285.63,2,North,Basic,Retail
2617.71,112.58,433.81,10,North,Premium,Online
1888.45,125.73,0.16,6,North,Premium,Retail
1326.83,40.07,446.9,7,North,Basic,Retail
6305.61,123.75,394.02,7,North,Premium,Retail
3558.99,43.31,672.68,5,West,Basic,Online
6878.93,33.47,1249.69,6,South,Basic,Online
1449.58,40.37,353.83,7,North,Basic,Retail
5490.85,31.76,1234.33,11,North,Basic,Online
8153.48,29.57,1361.64,2,East,Basic,Online
3531.77,39.5,378.58,10,West,Basic,Retail
5328.54,33.65,1143.71,12,North,Basic,Online
2923.12,42.14,692.33,7,North,Basic,Online
5157.93,45.67,556.03,1,North,Basic,Retail
3091.63,114.01,291.4,6,North,Premium,Online
5184.36,112.1,750.66,8,North,Premium,Online
1854.47,117.26,164.93,1,South,Premium,Online
2562.77,41.52,364.04,1,North,Basic,Retail
5801.2,120.14,745.65,6,South,Premium,Online
4911.91,49.18,996.65,5,North,Basic,Online
2311.91,45.84,323.86,3,West,Basic,Retail
6042.22,119.93,267.71,10,West,Premium,Retail
2834.5,50.71,701.64,10,East,Basic,Online
5121.6,124.32,211.56,7,South,Premium,Retail
2902.15,44.01,651.71,7,South,Basic,Online
1746.83,50.02,402.33,7,South,Basic,Retail
3597.16,119.83,426.72,6,East,Premium,Online
1388.92,40.13,495.35,4,South,Basic,Online
2650.33,121.65,0.0,9,West,Premium,Retail
3715.92,110.25,549.26,12,West,Premium,Online
3906.21,36.75,817.1,9,South,Basic,Online
3910.17,33.37,797.02,7,East,Basic,Online
2955.8,45.65,465.7,7,North,Basic,Retail
4275.72,45.0,922.33,8,North,Basic,Online
6215.84,32.95,1216.49,11,South,Basic,Online
5188.42,39.46,1124.62,5,North,Basic,Online
6294.89,102.9,919.52,11,West,Premium,Online
1184.16,120.35,61.76,9,North,Premium,Online
6049.64,120.41,735.01,6,South,Premium,Online
5384.86,37.53,1060.53,7,East,Basic,Online
9884.1,35.64,1707.49,12,East,Basic,Online
2414.29,118.93,7.74,7,South,Premium,Retail
2002.15,37.08,287.59,9,West,Basic,Retail
3627.48,121.85,58.36,7,East,Premium,Retail
997.29,107.11,0.0,3,South,Premium,Online
986.09,40.37,329.66,6,North,Basic,Retail
4304.06,126.15,668.71,6,South,Premium,Online
1719.98,39.05,377.89,11,West,Basic,Retail
2154.64,106.0,230.57,12,East,Premium,Online
4519.17,34.67,966.63,7,West,Basic,Online
1829.68,36.64,675.52,6,South,Basic,Online
4477.79,114.45,542.85,4,North,Premium,Online
2289.08,123.44,0.0,6,North,Premium,Retail
1609.15,36.1,314.36,3,South,Basic,Retail
2997.18,43.31,485.69,1,East,Basic,Retail
1460.65,119.26,0.0,1,East,Premium,Retail
7133.72,119.16,944.5,5,North,Premium,Online
3565.11,108.5,443.34,11,South,Premium,Online
3034.11,122.41,31.65,8,South,Premium,Retail
3933.78,125.8,375.47,3,South,Premium,Online
4333.27,126.85,142.73,2,North,Premium,Retail
3263.96,35.38,888.87,8,North,Basic,Online
4466.03,49.9,701.44,9,North,Basic,Online
3753.36,40.91,604.64,9,North,Basic,Retail
6329.98,119.62,890.23,2,North,Premium,Online
3345.68,114.79,440.95,12,North,Premium,Online
5520.07,34.5,1117.74,8,East,Basic,Online
3130.49,48.78,301.57,2,South,Basic,Retail
4291.44,40.87,985.5,7,West,Basic,Online
1527.27,46.18,392.81,8,North,Basic,Online
5210.41,39.07,870.89,1,South,Basic,Online
5967.64,35.2,1182.18,8,South,Basic,Online
4401.92,121.05,547.98,3,North,Premium,Online
2131.58,34.94,504.38,1,West,Basic,Online
7095.71,38.31,752.04,7,North,Basic,Retail
2234.8,27.67,298.03,10,West,Basic,Retail
3489.71,124.93,323.08,3,West,Premium,Online
1826.83,118.05,92.37,8,South,Premium,Retail
2569.75,38.29,640.99,9,South,Basic,Online
3211.31,118.4,397.75,2,East,Premium,Online
1990.89,42.48,426.62,1,South,Basic,Online
2924.33,33.56,627.72,8,East,Basic,Online
4162.89,32.72,970.25,10,North,Basic,Online
6614.8,45.22,1148.14,6,North,Basic,Online
1257.14,37.94,232.74,10,South,Basic,Retail
8316.36,119.82,1089.31,1,South,Premium,Online
1554.19,118.16,127.38,3,West,Premium,Retail
2052.67,42.94,512.39,9,North,Basic,Online
5582.59,37.3,1052.42,9,West,Basic,Online
5634.43,40.73,1145.28,6,North,Basic,Online
4582.66,42.28,933.68,3,South,Basic,Online
2091.56,41.41,407.53,8,South,Basic,Retail
3748.07,42.26,507.87,6,South,Basic,Retail
10333.36,117.48,1445.48,1,North,Premium,Online
2083.13,113.09,99.7,6,South,Premium,Retail
3188.46,32.23,377.02,5,West,Basic,Retail
2158.56,34.03,210.16,8,South,Basic,Retail
1849.53,35.76,423.39,2,South,Basic,Online
2591.18,42.08,408.59,12,West,Basic,Retail
3880.96,29.22,816.27,7,East,Basic,Online
2834.55,42.35,398.65,6,South,Basic,Retail
3166.5,36.07,686.73,1,North,Basic,Online
9537.85,112.64,1305.49,12,West,Premium,Online
8485.62,46.86,1533.2,8,East,Basic,Online
4469.41,118.55,625.36,6,North,Premium,Online
2793.88,44.54,378.17,3,North,Basic,Retail
5387.95,114.31,518.95,5,West,Premium,Online
5752.6,36.31,1043.15,7,North,Basic,Online
2586.02,45.72,341.98,9,West,Basic,Retail
8988.82,49.51,1473.29,4,North,Basic,Online
2668.89,40.54,677.27,12,East,Basic,Online
2941.9,30.34,613.11,2,South,Basic,Online
2782.25,112.33,255.13,3,South,Premium,Online
4372.82,115.8,457.85,7,West,Premium,Online
2323.28,41.32,564.18,8,South,Basic,Online
2994.06,37.0,257.69,5,South,Basic,Retail
2367.14,42.98,286.87,3,North,Basic,Retail
5214.41,112.37,657.77,1,North,Premium,Online
2841.85,122.53,340.03,10,North,Premium,Online
2408.74,40.04,558.24,1,East,Basic,Online
4612.78,111.12,271.38,11,North,Premium,Retail
3441.03,108.53,483.5,2,North,Premium,Online
2154.83,41.51,261.85,5,South,Basic,Retail
2851.75,35.52,641.09,3,East,Basic,Online
2590.98,120.07,12.77,7,East,Premium,Retail
8270.51,115.44,1115.39,2,North,Premium,Online
3426.45,36.17,401.45,2,North,Basic,Retail
3961.2,117.37,444.4,3,West,Premium,Online
4274.69,40.63,578.78,12,North,Basic,Retail
3182.82,45.99,656.91,1,West,Basic,Online
2321.79,36.72,488.74,2,West,Basic,Online
2282.34,122.81,227.26,5,East,Premium,Online
2211.8,46.29,342.01,3,North,Basic,Retail
3900.28,31.57,479.69,11,West,Basic,Retail
2564.36,40.58,547.5,10,East,Basic,Online
7048.11,43.26,1329.87,6,East,Basic,Online
6343.81,116.49,813.65,2,South,Premium,Online
1552.05,39.61,330.48,8,North,Basic,Retail
5503.69,122.68,331.59,4,North,Premium,Retail
1469.75,120.0,0.0,3,South,Premium,Retail
2768.9,38.75,557.0,5,East,Basic,Online
3271.78,116.74,72.02,8,South,Premium,Retail
947.76,37.15,156.46,9,South,Basic,Retail
1778.06,36.76,258.06,1,South,Basic,Retail
3362.49,37.38,791.28,4,East,Basic,Online
1672.71,119.64,0.0,6,West,Premium,Retail
2339.81,36.3,651.71,6,North,Basic,Online
6819.31,34.85,1227.89,9,South,Basic,Online
3472.76,113.36,503.58,1,North,Premium,Online
4910.33,117.51,628.69,5,East,Premium,Online
7422.01,31.7,1375.44,10,East,Basic,Online
4042.64,43.35,868.35,1,West,Basic,Online
3298.64,45.37,703.54,6,North,Basic,Online
1755.53,46.37,239.74,9,West,Basic,Retail
4162.96,37.55,805.73,4,North,Basic,Online
4260.74,36.58,716.56,10,East,Basic,Online
3685.94,36.32,683.39,10,North,Basic,Online
3244.0,115.08,61.72,9,West,Premium,Retail
2297.34,43.49,242.65,3,South,Basic,Retail
3960.27,26.73,829.95,11,East,Basic,Online
2397.51,37.36,444.02,7,West,Basic,Retail
2215.58,36.35,577.17,5,North,Basic,Online
1795.36,37.75,400.9,10,North,Basic,Retail
2375.77,36.37,562.69,1,West,Basic,Online
5208.13,39.91,1028.88,7,South,Basic,Online
4197.08,42.21,964.47,8,North,Basic,Online
3094.85,40.75,686.63,6,South,Basic,Online
2772.45,34.38,639.84,1,East,Basic,Online
1182.72,31.14,273.09,9,North,Basic,Retail
2661.37,48.65,410.23,7,North,Basic,Retail
5816.26,43.82,1104.32,6,North,Basic,Online
1759.55,126.84,110.36,4,South,Premium,Online
1387.21,119.78,0.0,3,West,Premium,Online
1613.98,46.12,366.35,4,West,Basic,Online
2041.7,111.06,55.58,1,East,Premium,Retail
3179.53,111.06,318.42,9,North,Premium,Online
2546.31,116.85,39.38,2,West,Premium,Retail
4063.8,39.84,843.57,2,South,Basic,Online
2930.27,114.26,431.24,3,North,Premium,Online
3892.35,122.59,333.78,1,West,Premium,Online
1820.01,43.77,412.14,10,East,Basic,Online
5350.11,43.93,1018.17,3,East,Basic,Online
2995.86,123.4,4.71,4,East,Premium,Retail
1325.66,40.71,366.63,9,North,Basic,Online
3433.11,47.24,703.05,5,North,Basic,Online
9134.37,116.03,524.1,11,East,Premium,Retail
10395.26,38.01,1864.27,6,North,Basic,Online
2401.75,35.64,290.9,1,South,Basic,Retail
4076.1,45.13,758.36,3,East,Basic,Online
2386.46,48.4,569.42,7,East,Basic,Online
1720.82,132.49,0.0,7,South,Premium,Retail
2340.77,43.17,265.14,10,East,Basic,Retail
2843.73,109.59,270.06,12,West,Premium,Online
4206.68,31.58,923.22,12,East,Basic,Online
3551.69,39.63,420.99,1,North,Basic,Retail
4268.79,34.73,875.45,9,North,Basic,Online
4683.27,33.9,818.27,1,South,Basic,Online
4246.74,124.81,257.55,7,North,Premium,Retail
5616.46,35.37,666.01,12,North,Basic,Retail
5370.81,112.69,296.4,12,North,Premium,Retail
2220.71,47.96,382.32,2,South,Basic,Retail
913.27,29.56,196.42,9,West,Basic,Retail
1951.18,33.12,431.57,12,North,Basic,Retail
4196.69,116.58,216.31,12,East,Premium,Retail
3358.7,36.8,660.86,9,East,Basic,Online
8203.2,115.04,1112.08,9,North,Premium,Online
1128.78,121.63,0.0,4,West,Premium,Retail
4809.28,39.19,596.01,6,East,Basic,Retail
3710.15,27.72,819.39,12,South,Basic,Online
2167.98,36.16,528.1,2,East,Basic,Online
5936.33,112.46,327.58,3,North,Premium,Retail
2405.22,43.44,451.42,6,East,Basic,Online
3811.59,32.41,782.08,1,North,Basic,Online
5083.75,33.05,594.52,7,West,Basic,Retail
1662.07,113.7,0.0,2,South,Premium,Retail
1409.78,124.21,0.0,8,East,Premium,Retail
3531.76,116.81,246.91,5,North,Premium,Retail
6570.15,124.12,918.58,7,East,Premium,Online
2563.37,44.39,338.35,8,East,Basic,Retail
1455.38,44.66,509.55,3,South,Basic,Online
3597.61,118.26,67.47,6,East,Premium,Retail
3274.49,104.75,407.88,12,South,Premium,Online
1213.04,37.64,431.32,9,West,Basic,Online
3841.24,24.97,799.29,4,South,Basic,Online
2032.75,120.35,190.29,10,West,Premium,Online
3816.32,41.33,529.46,7,West,Basic,Retail
6816.67,36.66,707.59,1,South,Basic,Retail
3332.34,110.39,109.69,12,North,Premium,Retail
3175.94,125.56,45.43,7,South,Premium,Retail
2958.61,41.6,588.68,9,West,Basic,Online
2555.74,47.38,381.83,10,North,Basic,Retail
1810.36,35.63,348.41,8,South,Basic,Retail
2636.63,113.64,0.0,4,West,Premium,Retail
2294.8,119.38,162.15,3,South,Premium,Online
2631.98,123.97,116.92,7,East,Premium,Retail
2428.45,39.01,287.86,12,North,Basic,Retail
4014.06,37.08,819.35,1,North,Basic,Online
2264.06,134.73,63.68,8,East,Premium,Retail
4013.68,47.23,582.09,12,North,Basic,Retail
4085.14,35.56,729.72,1,North,Basic,Online
2980.61,36.99,374.47,7,West,Basic,Retail
1622.78,36.2,436.43,6,South,Basic,Retail
1747.54,126.97,0.0,10,West,Premium,Retail
3407.13,43.65,744.37,8,West,Basic,Online
1868.52,123.71,101.69,6,North,Premium,Retail
3765.82,38.43,826.18,5,North,Basic,Online
5943.2,121.9,764.88,9,East,Premium,Online
3039.17,121.82,37.79,4,South,Premium,Retail
1938.78,39.12,398.44,7,North,Basic,Retail
9598.49,41.91,853.84,6,East,Basic,Retail
2585.2,47.03,584.7,10,North,Basic,Online
3966.95,43.11,871.29,6,West,Basic,Online
2489.23,103.61,57.58,11,North,Premium,Retail
4541.85,32.89,952.49,12,North,Basic,Online
4980.4,43.79,493.46,5,North,Basic,Retail
1416.62,36.68,316.76,2,West,Basic,Retail
2063.42,41.82,271.23,4,East,Basic,Retail
3020.74,114.63,447.57,1,West,Premium,Online
1113.42,44.09,312.78,9,South,Basic,Retail
3507.26,34.75,363.37,9,South,Basic,Retail
2982.44,119.11,324.32,8,North,Premium,Online
3025.6,37.03,715.9,4,South,Basic,Online
1896.2,117.34,141.09,5,East,Premium,Online
1864.37,39.81,394.58,1,East,Basic,Online
2660.85,45.65,294.15,4,North,Basic,Retail
4623.56,39.59,549.28,4,West,Basic,Retail
1740.64,44.92,313.65,5,North,Basic,Retail
4230.8,113.25,424.17,2,West,Premium,Online
4825.94,31.78,568.7,2,North,Basic,Retail
5802.03,38.93,1100.07,12,South,Basic,Online
2241.68,38.46,367.9,2,South,Basic,Retail
3402.11,31.29,427.79,11,South,Basic,Retail
6406.76,114.85,316.93,8,East,Premium,Retail
4689.21,33.4,537.27,12,South,Basic,Retail
2444.28,121.56,21.93,2,South,Premium,Retail
1899.37,118.21,0.0,6,East,Premium,Retail
5823.51,32.83,656.22,2,East,Basic,Retail
3733.8,114.78,443.73,8,West,Premium,Online
2092.78,36.24,416.5,1,North,Basic,Retail
3231.51,34.66,344.24,2,East,Basic,Retail
1207.4,43.95,338.29,5,East,Basic,Online
5108.49,38.75,968.28,6,South,Basic,Online
3184.41,131.36,153.37,9,South,Premium,Retail
4377.44,42.93,880.98,6,South,Basic,Online
6305.42,43.18,1140.94,8,North,Basic,Online
3836.73,38.31,418.0,12,North,Basic,Retail
4425.68,127.01,235.05,7,North,Premium,Retail
3463.54,46.24,347.51,1,East,Basic,Retail
4981.45,118.71,539.0,2,East,Premium,Online
2419.08,25.7,611.3,4,West,Basic,Online
4796.23,101.06,677.38,12,East,Premium,Online
2658.53,114.02,316.98,1,North,Premium,Online
4076.44,118.73,508.31,8,West,Premium,Online
2274.83,32.88,313.39,4,West,Basic,Retail
2491.92,41.28,671.22,7,South,Basic,Online
5071.33,118.13,557.66,7,East,Premium,Online
1591.28,38.56,359.03,8,West,Basic,Online
1807.03,39.48,410.59,9,South,Basic,Online
3863.35,27.43,803.25,9,West,Basic,Online
3061.89,47.0,742.65,7,North,Basic,Online
3397.89,38.17,352.36,9,North,Basic,Retail
8316.43,40.05,1494.23,5,South,Basic,Online
1217.53,39.72,495.02,10,East,Basic,Online
3195.44,36.22,675.77,4,West,Basic,Online
6439.17,39.68,1101.45,3,West,Basic,Online
4182.72,34.28,934.63,6,South,Basic,Online
3280.71,117.14,457.2,10,North,Premium,Online
2956.64,35.51,656.62,11,West,Basic,Online
1783.2,38.53,266.57,9,East,Basic,Retail
1289.76,39.49,405.49,4,North,Basic,Online
2388.79,42.33,577.11,2,South,Basic,Online
4041.09,40.28,905.26,11,East,Basic,Online
3335.15,49.1,641.41,3,East,Basic,Online
4496.12,120.77,566.31,3,South,Premium,Online
4386.89,37.75,806.8,2,South,Basic,Online
3095.77,112.04,450.32,9,West,Premium,Online
3610.8,115.1,352.87,4,East,Premium,Online
2882.66,32.54,671.33,3,South,Basic,Online
2328.34,37.79,555.97,10,North,Basic,Online
5999.34,40.65,1125.53,6,East,Basic,Online
3144.03,121.85,123.06,8,North,Premium,Retail
3808.42,108.87,189.13,11,North,Premium,Retail
9786.6,121.03,519.3,8,South,Premium,Retail
4034.07,41.54,417.92,10,North,Basic,Retail
2936.0,126.14,74.65,6,East,Premium,Retail
1348.28,115.37,0.0,5,North,Premium,Retail
5305.95,32.9,593.11,11,East,Basic,Retail
1108.86,46.81,283.79,7,North,Basic,Online
2705.51,35.89,634.02,3,North,Basic,Online
1450.26,43.93,326.32,12,North,Basic,Retail
1841.93,126.46,0.0,10,West,Premium,Retail
2238.4,36.37,502.98,2,West,Basic,Online
3614.12,41.26,523.12,8,North,Basic,Retail
3584.16,37.8,854.76,11,East,Basic,Online
6025.34,45.56,1245.04,12,East,Basic,Online
3739.83,38.96,726.79,9,West,Basic,Online
5453.9,110.0,669.52,12,South,Premium,Online
2085.17,42.93,626.84,6,East,Basic,Online
2522.0,36.34,179.74,4,North,Basic,Retail
4055.05,40.05,437.4,6,South,Basic,Retail
3013.21,27.42,405.58,12,West,Basic,Retail
2871.07,50.62,669.95,7,South,Basic,Online
2406.39,45.17,392.83,12,North,Basic,Retail
9501.21,39.14,1631.87,8,North,Basic,Online
3850.28,34.68,928.48,3,East,Basic,Online
1247.69,33.03,303.39,12,East,Basic,Retail
2129.39,42.06,472.55,6,South,Basic,Online
1091.57,113.16,0.0,10,West,Premium,Online
2208.89,33.29,547.7,6,North,Basic,Online
1425.92,113.18,0.0,10,South,Premium,Retail
6127.4,39.75,1109.54,7,West,Basic,Online
3078.28,41.24,338.21,4,South,Basic,Retail
2305.67,129.76,63.65,6,North,Premium,Retail
1694.92,36.72,268.35,2,South,Basic,Retail
2206.1,42.81,362.63,8,West,Basic,Retail
2186.8,35.79,536.64,3,North,Basic,Online
2468.21,113.38,210.23,9,West,Premium,Online
2703.83,41.42,591.8,8,East,Basic,Online
3705.0,41.51,810.85,12,North,Basic,Online
1781.91,39.17,377.55,6,East,Basic,Retail
2871.42,111.27,363.47,10,South,Premium,Online
3268.46,43.04,658.71,2,South,Basic,Online
2022.92,42.67,148.24,8,East,Basic,Retail
2104.24,38.81,445.99,11,West,Basic,Retail
3104.52,128.94,73.08,6,North,Premium,Retail
4515.64,32.09,563.45,11,South,Basic,Retail
4041.21,43.78,467.94,1,South,Basic,Retail
2921.31,123.19,136.68,6,South,Premium,Retail
3362.26,39.13,841.16,5,South,Basic,Online
3165.42,40.41,487.77,6,North,Basic,Retail
5389.81,119.76,702.62,1,East,Premium,Online
6264.55,120.67,788.31,4,South,Premium,Online
5953.28,35.33,1238.09,7,North,Basic,Online
2790.55,44.84,387.97,5,West,Basic,Retail
3535.72,42.8,521.03,6,West,Basic,Retail
3141.66,114.67,269.19,2,South,Premium,Online
2932.74,119.69,372.36,8,North,Premium,Online
2006.04,42.44,358.11,10,East,Basic,Retail
2997.48,122.26,60.68,4,North,Premium,Retail
3287.3,117.51,470.28,6,North,Premium,Online
1694.12,34.66,463.91,3,East,Basic,Online
2444.62,35.86,366.29,9,North,Basic,Retail
2003.94,47.38,438.05,8,North,Basic,Online
7957.58,40.37,790.17,6,North,Basic,Retail
2534.88,122.46,284.27,9,North,Premium,Online
3229.41,118.01,391.7,10,North,Premium,Online
4795.64,34.06,879.53,9,West,Basic,Online
9910.85,41.98,1682.78,2,North,Basic,Online
2999.31,39.67,789.48,9,North,Basic,Online
2889.12,122.12,379.72,8,North,Premium,Online
3066.73,39.08,328.63,2,West,Basic,Retail
2904.9,36.71,545.84,9,South,Basic,Online
2274.1,30.39,407.29,5,South,Basic,Retail
3860.31,40.21,797.84,12,West,Basic,Online
